Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Playing Time_MP
Claudia Dickey,us USA,GK,25-245,19.0,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Seattle Reign FC,
Phoebe McClernon,us USA,DF,27-269,18.0,18,1609.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.3,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Seattle Reign FC,
Jordyn Bugg,us USA,DF,19-028,18.0,17,1519.0,16.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.4,0.4,0.4,0.8,14.0,53.0,7.0,0.12,0.0,0.12,0.12,0.12,0.02,0.03,0.05,0.02,0.05,Matches,Seattle Reign FC,
Madison Curry,us USA,DF,24-228,19.0,17,1484.0,16.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.9,1.3,26.0,50.0,70.0,0.0,0.06,0.06,0.0,0.06,0.03,0.05,0.08,0.03,0.08,Matches,Seattle Reign FC,
Madeline Dahlien,us USA,"DF,FW",21-045,19.0,17,1402.0,15.6,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,4.0,39.0,21.0,102.0,0.19,0.13,0.32,0.19,0.32,0.19,0.06,0.26,0.19,0.26,Matches,Seattle Reign FC,
Samantha Meza,us USA,MF,23-305,19.0,14,1329.0,14.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.4,1.7,11.0,42.0,15.0,0.0,0.07,0.07,0.0,0.07,0.02,0.09,0.11,0.02,0.11,Matches,Seattle Reign FC,
Jordyn Huitema,ca CAN,"FW,MF",24-123,16.0,13,1079.0,12.0,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.7,2.7,1.5,4.2,10.0,32.0,57.0,0.25,0.17,0.42,0.25,0.42,0.22,0.13,0.35,0.22,0.35,Matches,Seattle Reign FC,
Lauren Barnes,us USA,DF,36-100,14.0,12,1004.0,11.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8,0.8,8.0,49.0,4.0,0.0,0.09,0.09,0.0,0.09,0.0,0.07,0.07,0.0,0.07,Matches,Seattle Reign FC,
Angharad James,wls WAL,MF,31-099,11.0,10,845.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,0.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,Matches,Seattle Reign FC,
Emeri Adames,us USA,"MF,FW",19-158,16.0,9,819.0,9.1,6.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,3.7,3.0,0.6,3.6,19.0,20.0,50.0,0.66,0.0,0.66,0.55,0.55,0.41,0.07,0.48,0.33,0.4,Matches,Seattle Reign FC,
Ji So-yun,kr KOR,"MF,FW",34-199,13.0,9,748.0,8.3,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.5,0.8,1.8,2.6,14.0,54.0,36.0,0.24,0.24,0.48,0.12,0.36,0.18,0.22,0.4,0.09,0.31,Matches,Seattle Reign FC,
Shae Holmes,us USA,DF,25-184,15.0,8,834.0,9.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,2.0,23.0,15.0,0.11,0.0,0.11,0.11,0.11,0.03,0.01,0.04,0.03,0.04,Matches,Seattle Reign FC,
Lynn Biyendolo,us USA,"FW,MF",32-110,13.0,7,794.0,8.8,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.5,1.5,0.8,2.3,6.0,23.0,45.0,0.23,0.11,0.34,0.23,0.34,0.17,0.09,0.26,0.17,0.26,Matches,Seattle Reign FC,
Sally Menti,us USA,MF,23-182,10.0,7,659.0,7.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.4,1.0,8.0,26.0,10.0,0.14,0.0,0.14,0.14,0.14,0.09,0.05,0.14,0.09,0.14,Matches,Seattle Reign FC,
Jess Fishlock,wls WAL,"MF,FW",38-237,10.0,6,580.0,6.4,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1,3.1,6.0,28.0,23.0,0.62,0.31,0.93,0.62,0.93,0.31,0.17,0.48,0.31,0.48,Matches,Seattle Reign FC,
Sofia Huerta,us USA,DF,32-268,6.0,6,540.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,5.0,10.0,14.0,0.0,0.17,0.17,0.0,0.17,0.06,0.07,0.14,0.06,0.14,Matches,Seattle Reign FC,
Nérilia Mondésir,ht HAI,"FW,MF",26-234,13.0,5,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.4,1.3,15.0,13.0,34.0,0.0,0.0,0.0,0.0,0.0,0.17,0.07,0.24,0.17,0.24,Matches,Seattle Reign FC,
Ana-Maria Crnogorčević,ch SUI,"FW,MF",34-340,10.0,5,372.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,8.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,Seattle Reign FC,
Maddie Mercado,us USA,"FW,MF",24-160,11.0,4,354.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,6.0,10.0,21.0,0.0,0.25,0.25,0.0,0.25,0.12,0.13,0.25,0.12,0.25,Matches,Seattle Reign FC,
Ainsley Mccammon,us USA,MF,18-023,10.0,4,281.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,Seattle Reign FC,
Emily Mason,us USA,DF,22-320,10.0,2,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Seattle Reign FC,
Mia Fishel,us USA,"MF,DF",24-131,5.0,0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.16,0.04,0.16,Matches,Seattle Reign FC,
Olivia Van der Jagt,us USA,MF,26-049,3.0,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Seattle Reign FC,
Hanna Glas,se SWE,FW,32-145,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Seattle Reign FC,
Neeku Purcell,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle Reign FC,
Julia Lester,us USA,DF,27-235,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Seattle Reign FC,
Cassie Miller,us USA,GK,30-133,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Seattle Reign FC,
Madison Prohaska,us USA,GK,22-280,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Seattle Reign FC,
Squad Total,,,26.4,19.0,209,1710.0,19.0,24.0,14.0,38.0,22.0,2.0,2.0,20.0,0.0,19.1,17.6,12.9,30.5,204.0,547.0,542.0,1.26,0.74,2.0,1.16,1.89,1.0,0.68,1.68,0.93,1.6,,Seattle Reign FC,
Opponent Total,,,27.0,19.0,209,1710.0,19.0,22.0,17.0,39.0,21.0,1.0,1.0,16.0,1.0,28.5,27.8,20.1,47.9,277.0,773.0,764.0,1.16,0.89,2.05,1.11,2.0,1.5,1.06,2.56,1.46,2.52,,Seattle Reign FC,
Sam Coffey,us USA,MF,26-251,18.0,18,1592.0,17.7,2.0,3.0,5.0,0.0,2.0,3.0,1.0,0.0,2.9,0.7,1.9,2.6,22.0,107.0,32.0,0.11,0.17,0.28,0.0,0.17,0.17,0.11,0.27,0.04,0.15,Matches,Portland Thorns,
Reyna Reyes,mx MEX,DF,24-204,19.0,18,1579.0,17.5,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.8,0.7,0.8,1.5,15.0,70.0,48.0,0.11,0.06,0.17,0.11,0.17,0.05,0.05,0.09,0.04,0.08,Matches,Portland Thorns,
Olivia Moultrie,us USA,"MF,FW",19-356,19.0,17,1531.0,17.0,3.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,3.2,2.5,3.8,6.3,56.0,94.0,69.0,0.18,0.06,0.24,0.18,0.24,0.19,0.23,0.42,0.15,0.37,Matches,Portland Thorns,
Hina Sugita,jp JPN,MF,28-220,19.0,17,1423.0,15.8,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,3.2,3.2,3.5,6.7,12.0,78.0,62.0,0.0,0.19,0.19,0.0,0.19,0.2,0.22,0.42,0.2,0.42,Matches,Portland Thorns,
Reilyn Turner,us USA,"FW,MF",22-326,18.0,16,1238.0,13.8,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,7.5,7.5,1.7,9.2,16.0,18.0,87.0,0.36,0.07,0.44,0.36,0.44,0.54,0.12,0.67,0.54,0.67,Matches,Portland Thorns,
Samantha Hiatt,us USA,DF,27-245,15.0,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.5,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,Matches,Portland Thorns,
Isabella Obaze,dk DEN,DF,22-313,15.0,15,1254.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,5.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Portland Thorns,
Jessie Fleming,ca CAN,MF,27-181,18.0,12,1091.0,12.1,1.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,1.6,0.9,2.5,3.3,9.0,35.0,38.0,0.08,0.33,0.41,0.0,0.33,0.13,0.2,0.33,0.07,0.27,Matches,Portland Thorns,
Mackenzie Arnold,au AUS,GK,31-195,12.0,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Portland Thorns,
Kaitlyn Torpey,au AUS,DF,25-175,14.0,12,949.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.7,0.7,8.0,32.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.07,Matches,Portland Thorns,
Jayden Perry,us USA,DF,24-200,12.0,11,984.0,10.9,3.0,1.0,4.0,0.0,3.0,3.0,2.0,0.0,2.6,0.4,0.1,0.4,4.0,30.0,4.0,0.27,0.09,0.37,0.0,0.09,0.23,0.01,0.24,0.03,0.04,Matches,Portland Thorns,
Deyna Castellanos,ve VEN,"FW,MF",26-143,16.0,10,899.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.3,3.3,12.0,27.0,42.0,0.1,0.0,0.1,0.1,0.1,0.2,0.13,0.33,0.2,0.33,Matches,Portland Thorns,
Caiya Hanks,us USA,"FW,MF",20-347,11.0,7,636.0,7.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.1,3.0,29.0,16.0,62.0,0.28,0.14,0.42,0.28,0.42,0.28,0.15,0.43,0.28,0.43,Matches,Portland Thorns,
Bella Bixby,us USA,GK,29-292,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Portland Thorns,
Marie-Yasmine Alidou,ca CAN,"MF,FW",30-133,15.0,6,573.0,6.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3,1.3,12.0,17.0,29.0,0.16,0.16,0.31,0.16,0.31,0.16,0.04,0.2,0.16,0.2,Matches,Portland Thorns,
Mallie McKenzie,us USA,DF,24-299,17.0,5,618.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.6,5.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches,Portland Thorns,
Pietra Tordin,us USA,FW,21-162,18.0,5,608.0,6.8,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,4.2,4.2,1.1,5.3,5.0,13.0,49.0,0.59,0.0,0.59,0.59,0.59,0.62,0.17,0.79,0.62,0.79,Matches,Portland Thorns,
Payton Linnehan,us USA,"FW,MF",24-167,13.0,4,432.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.4,2.0,16.0,8.0,56.0,0.21,0.0,0.21,0.21,0.21,0.31,0.09,0.41,0.31,0.41,Matches,Portland Thorns,
Alexa Spaanstra,us USA,"FW,DF",25-219,10.0,1,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.5,5.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.15,0.06,0.22,0.15,0.22,Matches,Portland Thorns,
Julie Dufour,fr FRA,"FW,DF",24-102,3.0,1,85.0,0.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,2.0,2.0,3.0,2.12,0.0,2.12,2.12,2.12,0.27,0.13,0.4,0.27,0.4,Matches,Portland Thorns,
Sophie Hirst,us USA,"MF,FW",25-195,3.0,0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Portland Thorns,
Daiane,br BRA,"DF,FW",28-001,4.0,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Portland Thorns,
Carissa Boeckmann,,MF,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Portland Thorns,
Moira Kelley,,DF,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Portland Thorns,
Morgan Messner,us USA,GK,25-203,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Portland Thorns,
Naomi Powell,us USA,MF,26-241,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Portland Thorns,
Squad Total,,,25.5,19.0,209,1710.0,19.0,27.0,16.0,43.0,21.0,6.0,8.0,22.0,0.0,33.1,27.2,19.9,47.2,233.0,647.0,641.0,1.42,0.84,2.26,1.11,1.95,1.74,1.05,2.79,1.43,2.48,,Portland Thorns,
Opponent Total,,,27.0,19.0,209,1710.0,19.0,21.0,15.0,36.0,21.0,0.0,1.0,16.0,2.0,26.3,25.5,19.9,45.3,247.0,657.0,647.0,1.11,0.79,1.89,1.11,1.89,1.38,1.05,2.43,1.34,2.39,,Portland Thorns,
Gabrielle Carle,ca CAN,"DF,MF",26-331,19.0,19,1643.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.1,1.7,37.0,67.0,48.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches,Washington Spirit,
Tara McKeown,us USA,DF,26-068,19.0,18,1646.0,18.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,2.5,3.3,16.0,68.0,11.0,0.0,0.11,0.11,0.0,0.11,0.05,0.14,0.18,0.05,0.18,Matches,Washington Spirit,
Aubrey Kingsbury,us USA,GK,33-292,18.0,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Washington Spirit,
Rebeca Bernal,mx MEX,"DF,MF",28-008,18.0,17,1522.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,1.0,2.2,6.0,59.0,5.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13,Matches,Washington Spirit,
Esme Morgan,eng ENG,DF,24-325,18.0,17,1476.0,16.4,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,0.4,1.6,10.0,70.0,5.0,0.12,0.12,0.24,0.12,0.24,0.07,0.03,0.09,0.07,0.09,Matches,Washington Spirit,
Narumi Miura,jp JPN,MF,28-067,17.0,16,1283.0,14.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,1.3,2.1,5.0,53.0,42.0,0.0,0.14,0.14,0.0,0.14,0.05,0.09,0.15,0.05,0.15,Matches,Washington Spirit,
Gift Monday,ng NGA,"FW,MF",23-273,16.0,11,1037.0,11.5,5.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,5.7,5.7,2.1,7.8,23.0,13.0,69.0,0.43,0.17,0.61,0.43,0.61,0.49,0.18,0.67,0.49,0.67,Matches,Washington Spirit,
Hal Hershfelt,us USA,MF,22-340,12.0,10,914.0,10.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.6,0.2,0.5,0.7,9.0,44.0,16.0,0.0,0.1,0.1,0.0,0.1,0.06,0.05,0.1,0.02,0.07,Matches,Washington Spirit,
Croix Bethune,us USA,"MF,FW",24-178,14.0,10,886.0,9.8,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,1.5,3.2,26.0,42.0,42.0,0.1,0.2,0.3,0.1,0.3,0.17,0.15,0.32,0.17,0.32,Matches,Washington Spirit,
Makenna Morris,us USA,"FW,DF",23-135,16.0,10,862.0,9.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.9,2.4,11.0,27.0,42.0,0.1,0.0,0.1,0.1,0.1,0.16,0.09,0.25,0.16,0.25,Matches,Washington Spirit,
Ashley Hatch,us USA,"FW,MF",30-106,10.0,9,823.0,9.1,6.0,1.0,7.0,6.0,0.0,1.0,1.0,0.0,5.3,4.6,1.4,6.0,14.0,15.0,43.0,0.66,0.11,0.77,0.66,0.77,0.58,0.15,0.73,0.5,0.65,Matches,Washington Spirit,
Rosemonde Kouassi,ci CIV,"FW,MF",23-256,12.0,7,746.0,8.3,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,3.5,3.5,3.3,6.8,37.0,19.0,62.0,0.24,0.48,0.72,0.24,0.72,0.42,0.4,0.82,0.42,0.82,Matches,Washington Spirit,
Leicy Santos,co COL,"MF,FW",29-115,10.0,7,701.0,7.8,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.8,3.3,11.0,38.0,29.0,0.13,0.26,0.39,0.13,0.39,0.2,0.23,0.43,0.2,0.43,Matches,Washington Spirit,
Casey Krueger,us USA,"DF,MF",35-016,9.0,7,599.0,6.7,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.1,9.0,28.0,22.0,0.15,0.3,0.45,0.15,0.45,0.09,0.07,0.16,0.09,0.16,Matches,Washington Spirit,
Kate Wiesner,us USA,"DF,FW",24-209,7.0,6,383.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.7,0.7,3.0,13.0,17.0,0.23,0.0,0.23,0.23,0.23,0.02,0.16,0.18,0.02,0.18,Matches,Washington Spirit,
Trinity Rodman,us USA,"FW,MF",23-111,10.0,4,483.0,5.4,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.4,2.4,0.5,2.9,17.0,6.0,51.0,0.56,0.0,0.56,0.56,0.56,0.45,0.09,0.54,0.45,0.54,Matches,Washington Spirit,
Courtney Brown,us USA,"MF,FW",24-287,13.0,4,393.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.5,1.8,8.0,15.0,34.0,0.23,0.0,0.23,0.23,0.23,0.28,0.12,0.4,0.28,0.4,Matches,Washington Spirit,
Brittany Ratcliffe,us USA,"FW,MF",31-213,11.0,4,377.0,4.2,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,7.0,6.0,34.0,0.24,0.24,0.48,0.24,0.48,0.05,0.14,0.19,0.05,0.19,Matches,Washington Spirit,
Sofia Cantore,it ITA,FW,25-343,5.0,4,320.0,3.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.5,17.0,12.0,31.0,0.56,0.0,0.56,0.56,0.56,0.28,0.12,0.41,0.28,0.41,Matches,Washington Spirit,
Heather Stainbrook,us USA,MF,24-178,9.0,4,289.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.11,0.1,0.11,Matches,Washington Spirit,
Chloe Ricketts,us USA,"MF,FW",18-108,7.0,2,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Washington Spirit,
Meg Boade,,MF,,3.0,2,107.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.7,3.0,3.0,6.0,0.84,0.0,0.84,0.84,0.84,0.44,0.11,0.55,0.44,0.55,Matches,Washington Spirit,
Paige Metayer,us USA,DF,24-350,4.0,1,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches,Washington Spirit,
Deborah Abiodun,ng NGA,"MF,FW",21-310,2.0,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,Washington Spirit,
Sandy MacIver,sct SCO,GK,27-082,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Washington Spirit,
Kysha Sylla,fr FRA,"DF,MF",21-216,10.0,0,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Washington Spirit,
Kiley Dulaney,,DF,,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Washington Spirit,
Margie Detrizio,,MF,,2.0,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,Washington Spirit,
Lauren Gogal,,DF,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Washington Spirit,
Squad Total,,,26.9,19.0,209,1710.0,19.0,28.0,21.0,49.0,28.0,0.0,1.0,22.0,0.0,31.0,30.2,21.0,51.2,278.0,633.0,624.0,1.47,1.11,2.58,1.47,2.58,1.63,1.1,2.74,1.59,2.69,,Washington Spirit,
Opponent Total,,,27.2,19.0,209,1710.0,19.0,23.0,13.0,36.0,20.0,3.0,3.0,27.0,1.0,26.5,24.5,17.5,42.0,263.0,581.0,571.0,1.21,0.68,1.89,1.05,1.74,1.39,0.92,2.31,1.29,2.21,,Washington Spirit,
Kayla Sharples,us USA,DF,28-083,,19,1710.0,19.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.9,0.9,0.8,1.7,5.0,64.0,2.0,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.09,0.05,0.09,Matches,KC Current,19.0
Temwa Chaŵinga,mw MWI,"FW,MF",26-353,,18,1556.0,17.3,12.0,2.0,14.0,12.0,0.0,0.0,0.0,0.0,13.2,13.2,2.5,15.7,37.0,31.0,144.0,0.69,0.12,0.81,0.69,0.81,0.76,0.14,0.91,0.76,0.91,Matches,KC Current,19.0
Lorena,br BRA,GK,28-125,,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,KC Current,17.0
Isabel Rodriguez,us USA,DF,26-148,,16,1491.0,16.6,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,3.4,4.2,33.0,63.0,68.0,0.06,0.3,0.36,0.06,0.36,0.05,0.2,0.25,0.05,0.25,Matches,KC Current,19.0
Claire Hutton,us USA,MF,19-240,,16,1297.0,14.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,1.5,2.3,12.0,72.0,24.0,0.0,0.14,0.14,0.0,0.14,0.06,0.1,0.16,0.06,0.16,Matches,KC Current,19.0
Lo'eau LaBonta,us USA,MF,32-174,,15,1394.0,15.5,4.0,0.0,4.0,0.0,4.0,4.0,3.0,0.0,3.9,1.0,0.8,1.8,8.0,83.0,24.0,0.26,0.0,0.26,0.0,0.0,0.25,0.05,0.3,0.06,0.11,Matches,KC Current,16.0
Beatriz,br BRA,FW,31-265,,14,1148.0,12.8,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,2.6,5.6,26.0,61.0,105.0,0.39,0.08,0.47,0.39,0.47,0.24,0.21,0.44,0.24,0.44,Matches,KC Current,17.0
